id,source,query,title,year,venue,doi,url,authors,abstract
6419dcc9562a,arxiv,sim-to-real contact-rich policy learning,Sim-to-Real Reinforcement Learning for Vision-Based Dexterous Manipulation on Humanoids,2025,arXiv,,,Toru Lin; Kartik Sachdev; Linxi Fan; Jitendra Malik; Yuke Zhu,"Learning generalizable robot manipulation policies, especially for complex multi-fingered humanoids, remains a significant challenge. Existing approaches primarily rely on extensive data collection and imitation learning, which are expensive, labor-intensive, and difficult to scale. Sim-to-real reinforcement learning (RL) offers a promising alternative, but has mostly succeeded in simpler state-based or single-hand setups. How to effectively extend this to vision-based, contact-rich bimanual manipulation tasks remains an open question. In this paper, we introduce a practical sim-to-real RL recipe that trains a humanoid robot to perform three challenging dexterous manipulation tasks: grasp-and-reach, box lift and bimanual handover. Our method features an automated real-to-sim tuning module,"
10.3390/math,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Reinforcement Learning for a Rotary Double-Inverted Pendulum Based on a Mathematical Model,2025,Mathematics,10.3390/math13121996,https://doi.org/10.3390/math13121996,"Ju, Doyoon; Lee, Jongbeom; Lee, Young Sam","This paper proposes a transition control strategy for a rotary double-inverted pendulum (RDIP) system using a sim-to-real reinforcement learning (RL) controller, built upon mathematical modeling and parameter estimation. High-resolution sensor data are used to estimate key physical parameters, ensuring model fidelity for simulation. The resulting mathematical model serves as the training environment in which the RL agent learns to perform transitions between various initial conditions and target equilibrium configurations. The training process adopts the Truncated Quantile Critics (TQC) algorithm, with a reward function specifically designed to reflect the nonlinear characteristics of the system. The learned policy is directly deployed on physical hardware without additional tuning or cali"
10.2139/ssrn,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer Learning for Real-Time Melt Pool Geometry Prediction in Directed Energy Deposition,2025,,10.2139/ssrn.5622646,https://doi.org/10.2139/ssrn.5622646,"Mahmoud, Youmna; Muralidhar, Nikhil; Vallabh, Chaitanya  Krishna; Manoochehri, Souran",
10.1109/ocea,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer for AUV Fault Control with Deep Reinforcement Learning,2025,OCEANS 2025 Brest,10.1109/oceans58557.2025.11104598,https://doi.org/10.1109/oceans58557.2025.11104598,"Lagattu, Katell; Lechene, Helene; Artusi, Eva; Le Chenadec, Gilles; Sammut, Karl; Santos, Paulo; Clement, Benoit",
60f641b6cc56,arxiv,sim-to-real contact-rich policy learning,Sim-to-Real Transfer in Deep Reinforcement Learning for Bipedal Locomotion,2025,arXiv,,,Lingfan Bao; Tianhu Peng; Chengxu Zhou,"This chapter addresses the critical challenge of simulation-to-reality (sim-to-real) transfer for deep reinforcement learning (DRL) in bipedal locomotion. After contextualizing the problem within various control architectures, we dissect the ``curse of simulation'' by analyzing the primary sources of sim-to-real gap: robot dynamics, contact modeling, state estimation, and numerical solvers. Building on this diagnosis, we structure the solutions around two complementary philosophies. The first is to shrink the gap through model-centric strategies that systematically improve the simulator's physical fidelity. The second is to harden the policy, a complementary approach that uses in-simulation robustness training and post-deployment adaptation to make the policy inherently resilient to model "
10.1109/tie.,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer in Reinforcement Learning for Maneuver Control of a Variable-Pitch MAV_supp1-3558030.mp4,2025,,10.1109/tie.2025.3558030/mm1,https://doi.org/10.1109/tie.2025.3558030/mm1,"Wang, Zhikun",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer of Deep Reinforcement Learning Agents for Online Coverage Path Planning_supp1-3581035.mp4,2025,,10.1109/access.2025.3581035/mm3,https://doi.org/10.1109/access.2025.3581035/mm3,"Jonnarth, Arvi",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer of Deep Reinforcement Learning Agents for Online Coverage Path Planning_supp2-3581035.mp4,2025,,10.1109/access.2025.3581035/mm5,https://doi.org/10.1109/access.2025.3581035/mm5,"Jonnarth, Arvi",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer of Deep Reinforcement Learning Agents for Online Coverage Path Planning_supp3-3581035.mp4,2025,,10.1109/access.2025.3581035/mm4,https://doi.org/10.1109/access.2025.3581035/mm4,"Jonnarth, Arvi",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer of Deep Reinforcement Learning Agents for Online Coverage Path Planning_supp4-3581035.mp4,2025,,10.1109/access.2025.3581035/mm2,https://doi.org/10.1109/access.2025.3581035/mm2,"Jonnarth, Arvi",
10.1109/acce,crossref,sim-to-real contact-rich policy learning,Sim-to-Real Transfer of Deep Reinforcement Learning Agents for Online Coverage Path Planning_supp5-3581035.mp4,2025,,10.1109/access.2025.3581035/mm1,https://doi.org/10.1109/access.2025.3581035/mm1,"Jonnarth, Arvi",
10.1109/ccta,crossref,sim-to-real contact-rich policy learning,Sim-to-Real: Tiny Deep Learning Agents on Resource-Constrained Embedded Microcontrollers,2025,2025 IEEE Conference on Control Technology and Applications (CCTA),10.1109/ccta53793.2025.11151414,https://doi.org/10.1109/ccta53793.2025.11151414,"Klotz, Steven; Kulkarni, Sourabh; Joglekar, Nehaja; Bucksch, Thorsten; Goswami, Dip; Mueller-Gritschneder, Daniel",
10.1016/j.ap,crossref,sim-to-real contact-rich policy learning,Sim-to-real design and development of reinforcement learning-based energy management strategies for fuel cell electric vehicles,2025,Applied Energy,10.1016/j.apenergy.2025.126030,https://doi.org/10.1016/j.apenergy.2025.126030,"Lei, Nuo; Zhang, Hao; Hu, Jingjing; Hu, Zunyan; Wang, Zhi",
10.1109/sied,crossref,sim-to-real contact-rich policy learning,Sim2Fruit: Towards Reinforcement Learning Training for Sim-to-Real Autonomous Robotic Fruit Harvesting,2025,2025 Systems and Information Engineering Design Symposium (SIEDS),10.1109/sieds65500.2025.11021213,https://doi.org/10.1109/sieds65500.2025.11021213,"Dahdal, Rony; Hament, Blake",
10.1109/wrcs,crossref,sim-to-real contact-rich policy learning,Style-Aware and Robust Sim-to-Real Humanoid Locomotion with Contact-Rich Motion Priors and Online Dynamics Adaptation<sup>*</sup>,2025,2025 WRC Symposium on Advanced Robotics and Automation (WRC SARA),10.1109/wrcsara68202.2025.11195038,https://doi.org/10.1109/wrcsara68202.2025.11195038,"Zhang, Jinlin; Gan, Chunbiao",
094138d8ff27,arxiv,sim-to-real contact-rich policy learning,The Sound of Simulation: Learning Multimodal Sim-to-Real Robot Policies with Generative Audio,2025,arXiv,,,Renhao Wang; Haoran Geng; Tingle Li; Feishi Wang; Gopala Anumanchipalli; Trevor Darrell; Boyi Li; Pieter Abbeel,"Robots must integrate multiple sensory modalities to act effectively in the real world. Yet, learning such multimodal policies at scale remains challenging. Simulation offers a viable solution, but while vision has benefited from high-fidelity simulators, other modalities (e.g. sound) can be notoriously difficult to simulate. As a result, sim-to-real transfer has succeeded primarily in vision-based tasks, with multimodal transfer still largely unrealized. In this work, we tackle these challenges by introducing MultiGen, a framework that integrates large-scale generative models into traditional physics simulators, enabling multisensory simulation. We showcase our framework on the dynamic task of robot pouring, which inherently relies on multimodal feedback. By synthesizing realistic audio c"
10.1109/lra.,crossref,sim-to-real contact-rich policy learning,What Matters in Learning a Zero-Shot Sim-to-Real RL Policy for Quadrotor Control? a Comprehensive Study_supp1-3575011.mp4,2025,,10.1109/lra.2025.3575011/mm1,https://doi.org/10.1109/lra.2025.3575011/mm1,"Chen, Jiayu",
10.1109/case,crossref,sim-to-real contact-rich policy learning,Zero-Shot Sim-to-Real Reinforcement Learning for Fruit Harvesting,2025,2025 IEEE 21st International Conference on Automation Science and Engineering (CASE),10.1109/case58245.2025.11164009,https://doi.org/10.1109/case58245.2025.11164009,"Williams, Emlyn; Polydoros, Athanasios",
10.2139/ssrn,crossref,sim-to-real contact-rich policy learning,A Sim-to-Real Deep Reinforcement Learning Framework for Gear Center Distance Optimization in Intelligent Machine Tool Assembly,2026,,10.2139/ssrn.6106934,https://doi.org/10.2139/ssrn.6106934,"Lin, Chih-Lin; Jhao, Wei-Kai; Kuo, Chih-En",
7eb945fa9fe3,arxiv,sim-to-real contact-rich policy learning,Beyond Binary: Sim-to-Real Dexterous Manipulation with Physics-Grounded Contact Representation,2026,arXiv,,,Jiahe Pan; Stelian Coros; Jitendra Malik; Toru Lin,"A primary bottleneck in contact-rich manipulation is the difficulty of collecting real-world data. Sim-to-real reinforcement learning offers a scalable alternative, but the simulation-reality gap prevents information-dense modalities like touch from being effectively used. Existing sim-to-real methods often mitigate this gap by simplifying tactile data into coarse low-dimensional features -- sacrificing the richness required for complex manipulation. In this work, we introduce Center-of-Pressure (CoP), an effective tactile representation grounded in physical principles that preserves dense contact information while maintaining robustness for sim-to-real transfer. To support this representation, we propose a sensor calibration scheme based on differentiable dynamics, enabling the estimation"
10.1109/tpwr,crossref,sim-to-real contact-rich policy learning,Bridge the Sim-to-Real Gap in Virtual Synchronous Generator-Based Frequency Control With Robust Deep Reinforcement Learning,2026,IEEE Transactions on Power Systems,10.1109/tpwrs.2026.3658809,https://doi.org/10.1109/tpwrs.2026.3658809,"Zeng, Lanting; Sun, Mingyang",
10.1109/sii6,crossref,sim-to-real contact-rich policy learning,Can Policy Learning with Time Limits be used for Contact-rich Industrial Manipulation?,2026,2026 IEEE/SICE International Symposium on System Integration (SII),10.1109/sii64115.2026.11404482,https://doi.org/10.1109/sii64115.2026.11404482,"Singh, Bharat; Kilpatrick, Jack; Joya-Paez, Sebastian; Hanai, Ryo; Ramirez-Alpizar, Ixchel G.; Yamanobe, Natsuki; Domae, Yukiyasu",
4dd3e6b1f0bc,arxiv,sim-to-real contact-rich policy learning,Deterministic Policy Gradient for Learning Equilibrium in Time-Inconsistent Control Problems,2026,arXiv,,,Xin Guo; Yijie Huang; Xiang Yu,"In this paper, we develop a continuous-time model-free reinforcement learning algorithm to learn deterministic equilibrium policies in general time-inconsistent control problems. Utilizing the extended Hamilton-Jacobi-Bellman system, we recast the original time-inconsistent problem into an equivalent two-stage problem. In the first stage, for given auxiliary functions, we employ the deterministic policy gradient approach to learn an optimal policy in an auxiliary time-consistent control problem. In the second stage, given the updated policy, we exploit the inner fixed point iterations and some martingale characterizations to learn the auxiliary functions. As a theoretical contribution, we provide some mild model assumptions and establish the convergence of inner fixed point iterations. By "
c48a652dc00d,arxiv,sim-to-real contact-rich policy learning,Direction Matters: Learning Force Direction Enables Sim-to-Real Contact-Rich Manipulation,2026,arXiv,,,Yifei Yang; Anzhe Chen; Zhenjie Zhu; Kechun Xu; Yunxuan Mao; Yufei Wei; Lu Chen; Rong Xiong,"Sim-to-real transfer for contact-rich manipulation remains challenging due to the inherent discrepancy in contact dynamics. While existing methods often rely on costly real-world data or utilize blind compliance through fixed controllers, we propose a framework that leverages expert-designed controller logic for transfer. Inspired by the success of privileged supervision in kinematic tasks, we employ a human-designed finite state machine based position/force controller in simulation to provide privileged guidance. The resulting policy is trained to predict the end-effector pose, contact state, and crucially the desired contact force direction. Unlike force magnitudes, which are highly sensitive to simulation inaccuracies, force directions encode high-level task geometry and remain robust a"
10.1109/nnic,crossref,sim-to-real contact-rich policy learning,Dual-robot Engine Assembly via Sim-to-Real Reinforcement Learning,2026,"2026 6th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",10.1109/nnice68970.2026.11465621,https://doi.org/10.1109/nnice68970.2026.11465621,"Zhang, Junnan; Yin, Xiumei; Sun, Longlong; Wang, Ke",
